Үзүүлэлт,Станцын байршил,Сар,value
Хүхэрлэг хий SO₂: Хамгийн их,Ховд,2004-03,
Хүхэрлэг хий SO₂: Хамгийн их,Ховд,2004-02,
Хүхэрлэг хий SO₂: Хамгийн их,Ховд,2004-01,
Хүхэрлэг хий SO₂: Хамгийн их,Ховд,2003-12,
Хүхэрлэг хий SO₂: Хамгийн их,Ховд,2003-11,
Хүхэрлэг хий SO₂: Хамгийн их,Ховд,2003-10,
Хүхэрлэг хий SO₂: Хамгийн их,Ховд,2003-09,
Хүхэрлэг хий SO₂: Хамгийн их,Ховд,2003-08,
Хүхэрлэг хий SO₂: Хамгийн их,Ховд,2003-07,
Хүхэрлэг хий SO₂: Хамгийн их,Ховд,2003-06,
Хүхэрлэг хий SO₂: Хамгийн их,Ховд,2003-05,
Хүхэрлэг хий SO₂: Хамгийн их,Ховд,2003-04,
Хүхэрлэг хий SO₂: Хамгийн их,Ховд,2003-03,
Хүхэрлэг хий SO₂: Хамгийн их,Ховд,2003-02,
Хүхэрлэг хий SO₂: Хамгийн их,Ховд,2003-01,
Хүхэрлэг хий SO₂: Хамгийн их,Ховд,2002-12,
Хүхэрлэг хий SO₂: Хамгийн их,Ховд,2002-11,
Хүхэрлэг хий SO₂: Хамгийн их,Ховд,2002-10,
Хүхэрлэг хий SO₂: Хамгийн их,Ховд,2002-09,
Хүхэрлэг хий SO₂: Хамгийн их,Ховд,2002-08,
Хүхэрлэг хий SO₂: Хамгийн их,Ховд,2002-07,
Хүхэрлэг хий SO₂: Хамгийн их,Ховд,2002-06,
Хүхэрлэг хий SO₂: Хамгийн их,Ховд,2002-05,
Хүхэрлэг хий SO₂: Хамгийн их,Ховд,2002-04,
Хүхэрлэг хий SO₂: Хамгийн их,Ховд,2002-03,
Хүхэрлэг хий SO₂: Хамгийн их,Ховд,2002-02,
Хүхэрлэг хий SO₂: Хамгийн их,Ховд,2002-01,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2026-08,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2026-07,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2026-06,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2026-05,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2026-04,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2026-03,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2026-02,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2026-01,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2025-12,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2025-11,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2025-10,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2025-09,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2025-08,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2025-07,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2025-06,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2025-05,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2025-04,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2025-03,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2025-02,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2025-01,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2024-12,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2024-11,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2024-10,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2024-09,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2024-08,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2024-07,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2024-06,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2024-05,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2024-04,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2024-03,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2024-02,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2024-01,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2023-12,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2023-11,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2023-10,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2023-09,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2023-08,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2023-07,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2023-06,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2023-05,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2023-04,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2023-03,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2023-02,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2023-01,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2022-12,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2022-11,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2022-10,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2022-09,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2022-08,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2022-07,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2022-06,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2022-05,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2022-04,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2022-03,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2022-02,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2022-01,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2021-12,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2021-11,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2021-10,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2021-09,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2021-08,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2021-07,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2021-06,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2021-05,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2021-04,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2021-03,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2021-02,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2021-01,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2020-12,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2020-11,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2020-10,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2020-09,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2020-08,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2020-07,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2020-06,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2020-05,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2020-04,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2020-03,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2020-02,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2020-01,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2019-12,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2019-11,0.078
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2019-10,0.078
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2019-09,0.012
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2019-08,0.004
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2019-07,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2019-06,0.005
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2019-05,0.012
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2019-04,0.042
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2019-03,0.057
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2019-02,0.327
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2019-01,0.128
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2018-12,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2018-11,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2018-10,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2018-09,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2018-08,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2018-07,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2018-06,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2018-05,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2018-04,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2018-03,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2018-02,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2018-01,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2017-12,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2017-11,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2017-10,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2017-09,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2017-08,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2017-07,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2017-06,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2017-05,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2017-04,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2017-03,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2017-02,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2017-01,0.014
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2016-12,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2016-11,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2016-10,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2016-09,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2016-08,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2016-07,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2016-06,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2016-05,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2016-04,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2016-03,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2016-02,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2016-01,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2015-12,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2015-11,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2015-10,0.002
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2015-09,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2015-08,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2015-07,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2015-06,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2015-05,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2015-04,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2015-03,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2015-02,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2015-01,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2014-12,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2014-11,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2014-10,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2014-09,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2014-08,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2014-07,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2014-06,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2014-05,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2014-04,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2014-03,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2014-02,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2014-01,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2013-12,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2013-11,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2013-10,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2013-09,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2013-08,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2013-07,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2013-06,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2013-05,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2013-04,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2013-03,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2013-02,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2013-01,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2012-12,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2012-11,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2012-10,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2012-09,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2012-08,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2012-07,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2012-06,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2012-05,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2012-04,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2012-03,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2012-02,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2012-01,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2011-12,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2011-11,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2011-10,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2011-09,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2011-08,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2011-07,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2011-06,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2011-05,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2011-04,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2011-03,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2011-02,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2011-01,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2010-12,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2010-11,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2010-10,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2010-09,
Хүхэрлэг хий SO₂: Хамгийн их,Цэцэрлэг,2010-08,
