Region,Age group,Gender,Year,value
 Khentii,30-34,Total,2020,93.1
 Khentii,30-34,Total,2019,83.2
 Khentii,30-34,Total,2018,70.8
 Khentii,30-34,Total,2017,76.0
 Khentii,30-34,Total,2016,83.5
 Khentii,30-34,Total,2015,87.2
 Khentii,30-34,Total,2014,84.1
 Khentii,30-34,Total,2013,86.7
 Khentii,30-34,Total,2012,87.4
 Khentii,30-34,Total,2011,75.4
 Khentii,30-34,Total,2010,61.5
 Khentii,30-34,Total,2009,73.8
 Khentii,30-34, Male,2025,100.0
 Khentii,30-34, Male,2024,88.6
 Khentii,30-34, Male,2023,80.4
 Khentii,30-34, Male,2022,100.0
 Khentii,30-34, Male,2021,100.0
 Khentii,30-34, Male,2020,100.0
 Khentii,30-34, Male,2019,87.7
 Khentii,30-34, Male,2018,79.4
 Khentii,30-34, Male,2017,84.3
 Khentii,30-34, Male,2016,81.5
 Khentii,30-34, Male,2015,90.2
 Khentii,30-34, Male,2014,92.7
 Khentii,30-34, Male,2013,90.6
 Khentii,30-34, Male,2012,89.8
 Khentii,30-34, Male,2011,74.1
 Khentii,30-34, Male,2010,58.1
 Khentii,30-34, Male,2009,76.3
 Khentii,30-34, Female,2025,84.5
 Khentii,30-34, Female,2024,88.0
 Khentii,30-34, Female,2023,62.9
 Khentii,30-34, Female,2022,82.8
 Khentii,30-34, Female,2021,88.3
 Khentii,30-34, Female,2020,86.8
 Khentii,30-34, Female,2019,78.3
 Khentii,30-34, Female,2018,64.0
 Khentii,30-34, Female,2017,63.3
 Khentii,30-34, Female,2016,85.5
 Khentii,30-34, Female,2015,84.4
 Khentii,30-34, Female,2014,74.7
 Khentii,30-34, Female,2013,83.3
 Khentii,30-34, Female,2012,85.7
 Khentii,30-34, Female,2011,76.5
 Khentii,30-34, Female,2010,65.0
 Khentii,30-34, Female,2009,72.2
 Khentii,35-39,Total,2025,95.9
 Khentii,35-39,Total,2024,98.6
 Khentii,35-39,Total,2023,80.4
 Khentii,35-39,Total,2022,86.7
 Khentii,35-39,Total,2021,91.0
 Khentii,35-39,Total,2020,78.2
 Khentii,35-39,Total,2019,90.4
 Khentii,35-39,Total,2018,76.4
 Khentii,35-39,Total,2017,73.6
 Khentii,35-39,Total,2016,81.0
 Khentii,35-39,Total,2015,89.3
 Khentii,35-39,Total,2014,81.9
 Khentii,35-39,Total,2013,87.7
 Khentii,35-39,Total,2012,92.1
 Khentii,35-39,Total,2011,76.0
 Khentii,35-39,Total,2010,63.1
 Khentii,35-39,Total,2009,70.6
 Khentii,35-39, Male,2025,98.1
 Khentii,35-39, Male,2024,100.0
 Khentii,35-39, Male,2023,86.4
 Khentii,35-39, Male,2022,95.0
 Khentii,35-39, Male,2021,94.4
 Khentii,35-39, Male,2020,79.6
 Khentii,35-39, Male,2019,96.5
 Khentii,35-39, Male,2018,77.4
 Khentii,35-39, Male,2017,87.1
 Khentii,35-39, Male,2016,86.1
 Khentii,35-39, Male,2015,93.9
 Khentii,35-39, Male,2014,86.4
 Khentii,35-39, Male,2013,94.7
 Khentii,35-39, Male,2012,97.1
 Khentii,35-39, Male,2011,76.6
 Khentii,35-39, Male,2010,55.3
 Khentii,35-39, Male,2009,66.3
 Khentii,35-39, Female,2025,93.5
 Khentii,35-39, Female,2024,97.2
 Khentii,35-39, Female,2023,75.3
 Khentii,35-39, Female,2022,78.9
 Khentii,35-39, Female,2021,87.4
 Khentii,35-39, Female,2020,76.4
 Khentii,35-39, Female,2019,84.5
 Khentii,35-39, Female,2018,75.5
 Khentii,35-39, Female,2017,62.0
 Khentii,35-39, Female,2016,75.0
 Khentii,35-39, Female,2015,85.3
 Khentii,35-39, Female,2014,78.7
 Khentii,35-39, Female,2013,81.7
 Khentii,35-39, Female,2012,87.4
 Khentii,35-39, Female,2011,75.5
 Khentii,35-39, Female,2010,70.0
 Khentii,35-39, Female,2009,74.9
 Khentii,40-44,Total,2025,87.9
 Khentii,40-44,Total,2024,92.3
 Khentii,40-44,Total,2023,89.6
 Khentii,40-44,Total,2022,96.1
 Khentii,40-44,Total,2021,84.6
 Khentii,40-44,Total,2020,98.3
 Khentii,40-44,Total,2019,98.0
 Khentii,40-44,Total,2018,84.5
 Khentii,40-44,Total,2017,76.2
 Khentii,40-44,Total,2016,83.1
 Khentii,40-44,Total,2015,91.8
 Khentii,40-44,Total,2014,88.8
 Khentii,40-44,Total,2013,91.4
 Khentii,40-44,Total,2012,80.9
 Khentii,40-44,Total,2011,79.4
 Khentii,40-44,Total,2010,57.6
 Khentii,40-44,Total,2009,62.6
 Khentii,40-44, Male,2025,91.5
 Khentii,40-44, Male,2024,95.7
 Khentii,40-44, Male,2023,95.8
 Khentii,40-44, Male,2022,95.7
 Khentii,40-44, Male,2021,94.0
 Khentii,40-44, Male,2020,100.0
 Khentii,40-44, Male,2019,97.1
 Khentii,40-44, Male,2018,87.5
 Khentii,40-44, Male,2017,85.3
 Khentii,40-44, Male,2016,85.8
 Khentii,40-44, Male,2015,92.6
 Khentii,40-44, Male,2014,91.5
 Khentii,40-44, Male,2013,92.7
 Khentii,40-44, Male,2012,81.3
 Khentii,40-44, Male,2011,85.2
 Khentii,40-44, Male,2010,62.5
 Khentii,40-44, Male,2009,79.2
 Khentii,40-44, Female,2025,84.5
 Khentii,40-44, Female,2024,88.1
 Khentii,40-44, Female,2023,85.9
 Khentii,40-44, Female,2022,96.7
 Khentii,40-44, Female,2021,76.3
 Khentii,40-44, Female,2020,97.1
 Khentii,40-44, Female,2019,98.9
 Khentii,40-44, Female,2018,81.0
 Khentii,40-44, Female,2017,69.6
 Khentii,40-44, Female,2016,80.4
 Khentii,40-44, Female,2015,91.1
 Khentii,40-44, Female,2014,86.6
 Khentii,40-44, Female,2013,90.0
 Khentii,40-44, Female,2012,80.5
 Khentii,40-44, Female,2011,69.6
 Khentii,40-44, Female,2010,53.7
 Khentii,40-44, Female,2009,53.1
 Khentii,45-49,Total,2025,94.7
 Khentii,45-49,Total,2024,97.2
 Khentii,45-49,Total,2023,95.8
 Khentii,45-49,Total,2022,90.9
 Khentii,45-49,Total,2021,96.8
 Khentii,45-49,Total,2020,80.2
 Khentii,45-49,Total,2019,84.8
 Khentii,45-49,Total,2018,74.4
 Khentii,45-49,Total,2017,73.5
 Khentii,45-49,Total,2016,80.1
 Khentii,45-49,Total,2015,83.1
 Khentii,45-49,Total,2014,84.8
 Khentii,45-49,Total,2013,90.1
 Khentii,45-49,Total,2012,80.5
 Khentii,45-49,Total,2011,71.5
 Khentii,45-49,Total,2010,56.7
 Khentii,45-49,Total,2009,76.6
 Khentii,45-49, Male,2025,96.4
 Khentii,45-49, Male,2024,98.8
 Khentii,45-49, Male,2023,96.5
 Khentii,45-49, Male,2022,83.3
 Khentii,45-49, Male,2021,98.6
 Khentii,45-49, Male,2020,86.7
 Khentii,45-49, Male,2019,86.7
 Khentii,45-49, Male,2018,80.3
 Khentii,45-49, Male,2017,75.9
 Khentii,45-49, Male,2016,83.7
 Khentii,45-49, Male,2015,79.8
 Khentii,45-49, Male,2014,86.7
 Khentii,45-49, Male,2013,90.8
 Khentii,45-49, Male,2012,73.9
 Khentii,45-49, Male,2011,75.4
 Khentii,45-49, Male,2010,41.8
 Khentii,45-49, Male,2009,72.3
 Khentii,45-49, Female,2025,93.1
 Khentii,45-49, Female,2024,95.3
 Khentii,45-49, Female,2023,95.0
 Khentii,45-49, Female,2022,98.7
 Khentii,45-49, Female,2021,94.4
 Khentii,45-49, Female,2020,74.8
 Khentii,45-49, Female,2019,83.2
 Khentii,45-49, Female,2018,69.5
 Khentii,45-49, Female,2017,71.7
 Khentii,45-49, Female,2016,76.5
 Khentii,45-49, Female,2015,86.2
 Khentii,45-49, Female,2014,82.9
 Khentii,45-49, Female,2013,89.4
 Khentii,45-49, Female,2012,86.9
 Khentii,45-49, Female,2011,68.9
 Khentii,45-49, Female,2010,70.3
 Khentii,45-49, Female,2009,81.7
 Khentii,50-54,Total,2025,80.3
 Khentii,50-54,Total,2024,81.1
 Khentii,50-54,Total,2023,83.6
 Khentii,50-54,Total,2022,92.8
 Khentii,50-54,Total,2021,90.9
 Khentii,50-54,Total,2020,75.8
 Khentii,50-54,Total,2019,77.3
 Khentii,50-54,Total,2018,63.8
 Khentii,50-54,Total,2017,61.6
 Khentii,50-54,Total,2016,70.6
 Khentii,50-54,Total,2015,68.3
 Khentii,50-54,Total,2014,78.7
 Khentii,50-54,Total,2013,79.9
 Khentii,50-54,Total,2012,71.7
 Khentii,50-54,Total,2011,59.4
 Khentii,50-54,Total,2010,68.0
 Khentii,50-54,Total,2009,68.6
 Khentii,50-54, Male,2025,82.6
 Khentii,50-54, Male,2024,73.9
 Khentii,50-54, Male,2023,88.2
 Khentii,50-54, Male,2022,98.5
 Khentii,50-54, Male,2021,90.5
 Khentii,50-54, Male,2020,91.9
 Khentii,50-54, Male,2019,81.5
 Khentii,50-54, Male,2018,58.8
 Khentii,50-54, Male,2017,68.1
 Khentii,50-54, Male,2016,77.0
 Khentii,50-54, Male,2015,73.8
 Khentii,50-54, Male,2014,84.8
 Khentii,50-54, Male,2013,88.0
 Khentii,50-54, Male,2012,83.1
 Khentii,50-54, Male,2011,56.3
 Khentii,50-54, Male,2010,67.5
 Khentii,50-54, Male,2009,63.1
 Khentii,50-54, Female,2025,78.1
 Khentii,50-54, Female,2024,88.0
 Khentii,50-54, Female,2023,78.7
 Khentii,50-54, Female,2022,88.2
 Khentii,50-54, Female,2021,91.6
 Khentii,50-54, Female,2020,54.5
 Khentii,50-54, Female,2019,73.7
 Khentii,50-54, Female,2018,69.3
 Khentii,50-54, Female,2017,54.7
 Khentii,50-54, Female,2016,61.7
 Khentii,50-54, Female,2015,64.9
 Khentii,50-54, Female,2014,72.9
 Khentii,50-54, Female,2013,72.1
 Khentii,50-54, Female,2012,57.8
 Khentii,50-54, Female,2011,63.4
 Khentii,50-54, Female,2010,68.7
 Khentii,50-54, Female,2009,75.6
 Khentii,55-59,Total,2025,51.5
 Khentii,55-59,Total,2024,53.9
 Khentii,55-59,Total,2023,60.9
 Khentii,55-59,Total,2022,60.5
 Khentii,55-59,Total,2021,85.7
 Khentii,55-59,Total,2020,83.1
 Khentii,55-59,Total,2019,62.6
 Khentii,55-59,Total,2018,43.8
 Khentii,55-59,Total,2017,56.0
 Khentii,55-59,Total,2016,53.7
 Khentii,55-59,Total,2015,59.5
 Khentii,55-59,Total,2014,45.4
 Khentii,55-59,Total,2013,47.8
 Khentii,55-59,Total,2012,54.6
 Khentii,55-59,Total,2011,40.8
 Khentii,55-59,Total,2010,44.5
 Khentii,55-59,Total,2009,32.0
 Khentii,55-59, Male,2025,60.0
 Khentii,55-59, Male,2024,68.2
 Khentii,55-59, Male,2023,67.5
 Khentii,55-59, Male,2022,74.5
 Khentii,55-59, Male,2021,98.4
 Khentii,55-59, Male,2020,96.3
 Khentii,55-59, Male,2019,68.9
 Khentii,55-59, Male,2018,57.3
 Khentii,55-59, Male,2017,67.4
 Khentii,55-59, Male,2016,68.7
 Khentii,55-59, Male,2015,68.0
 Khentii,55-59, Male,2014,62.5
 Khentii,55-59, Male,2013,57.5
 Khentii,55-59, Male,2012,59.4
 Khentii,55-59, Male,2011,55.3
 Khentii,55-59, Male,2010,60.6
 Khentii,55-59, Male,2009,29.0
 Khentii,55-59, Female,2025,46.0
 Khentii,55-59, Female,2024,41.0
 Khentii,55-59, Female,2023,56.9
 Khentii,55-59, Female,2022,52.3
 Khentii,55-59, Female,2021,71.4
 Khentii,55-59, Female,2020,66.4
 Khentii,55-59, Female,2019,55.1
 Khentii,55-59, Female,2018,34.2
 Khentii,55-59, Female,2017,42.2
 Khentii,55-59, Female,2016,41.2
 Khentii,55-59, Female,2015,48.9
 Khentii,55-59, Female,2014,29.4
 Khentii,55-59, Female,2013,39.5
 Khentii,55-59, Female,2012,51.4
 Khentii,55-59, Female,2011,27.7
 Khentii,55-59, Female,2010,35.2
 Khentii,55-59, Female,2009,38.7
 Khentii,60-64,Total,2025,40.3
 Khentii,60-64,Total,2024,13.1
 Khentii,60-64,Total,2023,37.7
 Khentii,60-64,Total,2022,34.1
 Khentii,60-64,Total,2021,64.6
 Khentii,60-64,Total,2020,32.8
 Khentii,60-64,Total,2019,48.2
 Khentii,60-64,Total,2018,18.2
 Khentii,60-64,Total,2017,40.0
 Khentii,60-64,Total,2016,32.7
 Khentii,60-64,Total,2015,44.9
 Khentii,60-64,Total,2014,20.5
 Khentii,60-64,Total,2013,18.0
 Khentii,60-64,Total,2012,35.3
 Khentii,60-64,Total,2011,39.5
 Khentii,60-64,Total,2010,35.3
 Khentii,60-64,Total,2009,17.8
 Khentii,60-64, Male,2025,47.9
 Khentii,60-64, Male,2024,17.6
 Khentii,60-64, Male,2023,34.0
 Khentii,60-64, Male,2022,26.6
 Khentii,60-64, Male,2021,60.5
 Khentii,60-64, Male,2020,33.8
 Khentii,60-64, Male,2019,62.9
 Khentii,60-64, Male,2018,22.1
 Khentii,60-64, Male,2017,51.6
 Khentii,60-64, Male,2016,43.5
 Khentii,60-64, Male,2015,67.6
 Khentii,60-64, Male,2014,19.1
 Khentii,60-64, Male,2013,29.7
 Khentii,60-64, Male,2012,34.5
 Khentii,60-64, Male,2011,45.5
 Khentii,60-64, Male,2010,37.8
 Khentii,60-64, Male,2009,0.0
 Khentii,60-64, Female,2025,35.3
 Khentii,60-64, Female,2024,9.9
 Khentii,60-64, Female,2023,40.5
 Khentii,60-64, Female,2022,41.7
 Khentii,60-64, Female,2021,67.8
 Khentii,60-64, Female,2020,31.6
 Khentii,60-64, Female,2019,38.5
 Khentii,60-64, Female,2018,16.4
 Khentii,60-64, Female,2017,31.4
 Khentii,60-64, Female,2016,24.6
 Khentii,60-64, Female,2015,31.0
 Khentii,60-64, Female,2014,22.1
 Khentii,60-64, Female,2013,7.1
 Khentii,60-64, Female,2012,36.1
 Khentii,60-64, Female,2011,0.0
 Khentii,60-64, Female,2010,31.2
 Khentii,60-64, Female,2009,26.4
 Khentii,65-69,Total,2025,33.0
 Khentii,65-69,Total,2024,41.4
 Khentii,65-69,Total,2023,45.1
 Khentii,65-69,Total,2022,33.9
 Khentii,65-69,Total,2021,57.6
 Khentii,65-69,Total,2020,11.7
 Khentii,65-69,Total,2019,24.7
 Khentii,65-69,Total,2018,18.2
 Khentii,65-69,Total,2017,34.4
 Khentii,65-69,Total,2016,15.7
 Khentii,65-69,Total,2015,27.8
 Khentii,65-69,Total,2014,13.2
 Khentii,65-69,Total,2013,11.7
 Khentii,65-69,Total,2012,38.7
 Khentii,65-69,Total,2011,0.0
 Khentii,65-69,Total,2010,18.7
 Khentii,65-69,Total,2009,37.5
 Khentii,65-69, Male,2025,44.0
 Khentii,65-69, Male,2024,73.5
 Khentii,65-69, Male,2023,57.9
 Khentii,65-69, Male,2022,30.6
 Khentii,65-69, Male,2021,74.0
 Khentii,65-69, Male,2020,18.6
 Khentii,65-69, Male,2019,36.7
 Khentii,65-69, Male,2018,43.7
 Khentii,65-69, Male,2017,39.0
 Khentii,65-69, Male,2016,19.2
 Khentii,65-69, Male,2015,26.8
 Khentii,65-69, Male,2014,28.5
 Khentii,65-69, Male,2013,21.9
 Khentii,65-69, Male,2012,17.9
 Khentii,65-69, Male,2011,
 Khentii,65-69, Male,2010,29.9
 Khentii,65-69, Male,2009,37.0
 Khentii,65-69, Female,2025,21.6
 Khentii,65-69, Female,2024,27.3
 Khentii,65-69, Female,2023,37.3
 Khentii,65-69, Female,2022,40.6
 Khentii,65-69, Female,2021,41.9
 Khentii,65-69, Female,2020,5.4
 Khentii,65-69, Female,2019,17.3
 Khentii,65-69, Female,2018,9.6
 Khentii,65-69, Female,2017,26.5
 Khentii,65-69, Female,2016,12.9
 Khentii,65-69, Female,2015,29.3
 Khentii,65-69, Female,2014,0.0
 Khentii,65-69, Female,2013,0.0
 Khentii,65-69, Female,2012,56.1
 Khentii,65-69, Female,2011,0.0
 Khentii,65-69, Female,2010,0.0
 Khentii,65-69, Female,2009,37.7
 Khentii,70+,Total,2025,4.2
 Khentii,70+,Total,2024,11.6
 Khentii,70+,Total,2023,8.8
 Khentii,70+,Total,2022,17.8
 Khentii,70+,Total,2021,1.4
 Khentii,70+,Total,2020,5.0
 Khentii,70+,Total,2019,13.5
 Khentii,70+,Total,2018,5.0
 Khentii,70+,Total,2017,13.2
 Khentii,70+,Total,2016,6.1
 Khentii,70+,Total,2015,10.1
 Khentii,70+,Total,2014,5.3
 Khentii,70+,Total,2013,0.0
 Khentii,70+,Total,2012,11.5
 Khentii,70+,Total,2011,5.2
 Khentii,70+,Total,2010,7.5
 Khentii,70+,Total,2009,0.0
 Khentii,70+, Male,2025,7.9
 Khentii,70+, Male,2024,12.7
 Khentii,70+, Male,2023,16.4
 Khentii,70+, Male,2022,15.6
 Khentii,70+, Male,2021,3.2
 Khentii,70+, Male,2020,14.7
 Khentii,70+, Male,2019,17.3
 Khentii,70+, Male,2018,10.6
 Khentii,70+, Male,2017,26.3
 Khentii,70+, Male,2016,16.8
 Khentii,70+, Male,2015,12.5
 Khentii,70+, Male,2014,3.6
 Khentii,70+, Male,2013,0.0
 Khentii,70+, Male,2012,26.5
 Khentii,70+, Male,2011,11.5
 Khentii,70+, Male,2010,0.0
 Khentii,70+, Male,2009,0.0
 Khentii,70+, Female,2025,1.8
 Khentii,70+, Female,2024,10.5
 Khentii,70+, Female,2023,0.0
 Khentii,70+, Female,2022,20.1
 Khentii,70+, Female,2021,0.0
 Khentii,70+, Female,2020,1.9
 Khentii,70+, Female,2019,7.8
 Khentii,70+, Female,2018,0.0
 Khentii,70+, Female,2017,0.0
 Khentii,70+, Female,2016,0.0
 Khentii,70+, Female,2015,8.4
 Khentii,70+, Female,2014,6.7
 Khentii,70+, Female,2013,0.0
 Khentii,70+, Female,2012,4.8
 Khentii,70+, Female,2011,0.0
 Khentii,70+, Female,2010,11.4
 Khentii,70+, Female,2009,0.0
 Govi region,Total,Total,2025,62.3
 Govi region,Total,Total,2024,65.8
 Govi region,Total,Total,2023,66.5
 Govi region,Total,Total,2022,66.7
 Govi region,Total,Total,2021,66.6
 Govi region,Total,Total,2020,72.1
 Govi region,Total,Total,2019,75.3
 Govi region,Total,Total,2018,70.0
 Govi region,Total,Total,2017,71.1
 Govi region,Total,Total,2016,69.3
 Govi region,Total,Total,2015,69.6
 Govi region,Total,Total,2014,68.9
 Govi region,Total,Total,2013,63.4
 Govi region,Total,Total,2012,66.2
 Govi region,Total,Total,2011,70.0
 Govi region,Total,Total,2010,70.7
 Govi region,Total,Total,2009,65.0
 Govi region,Total, Male,2025,69.1
 Govi region,Total, Male,2024,71.3
 Govi region,Total, Male,2023,74.1
 Govi region,Total, Male,2022,73.1
 Govi region,Total, Male,2021,72.8
 Govi region,Total, Male,2020,78.1
 Govi region,Total, Male,2019,81.5
 Govi region,Total, Male,2018,78.1
 Govi region,Total, Male,2017,77.2
 Govi region,Total, Male,2016,75.5
 Govi region,Total, Male,2015,76.3
 Govi region,Total, Male,2014,74.9
 Govi region,Total, Male,2013,67.7
 Govi region,Total, Male,2012,71.1
 Govi region,Total, Male,2011,75.5
 Govi region,Total, Male,2010,76.6
 Govi region,Total, Male,2009,70.7
 Govi region,Total, Female,2025,55.6
 Govi region,Total, Female,2024,60.7
 Govi region,Total, Female,2023,59.5
 Govi region,Total, Female,2022,60.2
 Govi region,Total, Female,2021,60.4
 Govi region,Total, Female,2020,66.4
 Govi region,Total, Female,2019,69.4
 Govi region,Total, Female,2018,62.9
 Govi region,Total, Female,2017,65.6
 Govi region,Total, Female,2016,63.4
 Govi region,Total, Female,2015,63.3
 Govi region,Total, Female,2014,63.1
 Govi region,Total, Female,2013,59.3
 Govi region,Total, Female,2012,61.3
 Govi region,Total, Female,2011,64.8
 Govi region,Total, Female,2010,65.1
 Govi region,Total, Female,2009,59.6
 Govi region,15-19,Total,2025,6.7
 Govi region,15-19,Total,2024,6.9
 Govi region,15-19,Total,2023,11.9
 Govi region,15-19,Total,2022,7.9
 Govi region,15-19,Total,2021,15.1
 Govi region,15-19,Total,2020,15.2
 Govi region,15-19,Total,2019,15.7
 Govi region,15-19,Total,2018,15.8
 Govi region,15-19,Total,2017,17.0
 Govi region,15-19,Total,2016,18.5
 Govi region,15-19,Total,2015,20.1
 Govi region,15-19,Total,2014,18.5
 Govi region,15-19,Total,2013,12.4
 Govi region,15-19,Total,2012,35.5
 Govi region,15-19,Total,2011,24.6
 Govi region,15-19,Total,2010,20.3
 Govi region,15-19,Total,2009,16.1
 Govi region,15-19, Male,2025,9.2
 Govi region,15-19, Male,2024,8.6
 Govi region,15-19, Male,2023,16.5
 Govi region,15-19, Male,2022,10.8
 Govi region,15-19, Male,2021,20.1
 Govi region,15-19, Male,2020,20.1
 Govi region,15-19, Male,2019,24.9
 Govi region,15-19, Male,2018,24.4
 Govi region,15-19, Male,2017,23.9
 Govi region,15-19, Male,2016,24.6
 Govi region,15-19, Male,2015,30.2
 Govi region,15-19, Male,2014,24.3
 Govi region,15-19, Male,2013,14.7
 Govi region,15-19, Male,2012,40.2
 Govi region,15-19, Male,2011,28.9
 Govi region,15-19, Male,2010,22.8
 Govi region,15-19, Male,2009,18.4
 Govi region,15-19, Female,2025,3.0
 Govi region,15-19, Female,2024,4.7
 Govi region,15-19, Female,2023,6.7
 Govi region,15-19, Female,2022,5.1
 Govi region,15-19, Female,2021,5.6
 Govi region,15-19, Female,2020,9.5
 Govi region,15-19, Female,2019,7.0
 Govi region,15-19, Female,2018,9.2
 Govi region,15-19, Female,2017,10.2
 Govi region,15-19, Female,2016,11.9
 Govi region,15-19, Female,2015,10.8
 Govi region,15-19, Female,2014,12.3
 Govi region,15-19, Female,2013,9.9
 Govi region,15-19, Female,2012,30.5
 Govi region,15-19, Female,2011,19.7
 Govi region,15-19, Female,2010,18.0
 Govi region,15-19, Female,2009,13.6
 Govi region,20-24,Total,2025,53.2
 Govi region,20-24,Total,2024,50.5
 Govi region,20-24,Total,2023,56.0
 Govi region,20-24,Total,2022,58.5
 Govi region,20-24,Total,2021,52.1
 Govi region,20-24,Total,2020,67.0
 Govi region,20-24,Total,2019,71.6
 Govi region,20-24,Total,2018,67.6
 Govi region,20-24,Total,2017,70.7
 Govi region,20-24,Total,2016,64.7
 Govi region,20-24,Total,2015,67.0
 Govi region,20-24,Total,2014,65.5
 Govi region,20-24,Total,2013,54.4
 Govi region,20-24,Total,2012,57.8
 Govi region,20-24,Total,2011,67.6
 Govi region,20-24,Total,2010,68.7
 Govi region,20-24,Total,2009,67.6
 Govi region,20-24, Male,2025,66.2
 Govi region,20-24, Male,2024,61.2
 Govi region,20-24, Male,2023,62.3
 Govi region,20-24, Male,2022,67.6
 Govi region,20-24, Male,2021,61.8
 Govi region,20-24, Male,2020,83.8
 Govi region,20-24, Male,2019,80.5
 Govi region,20-24, Male,2018,77.5
 Govi region,20-24, Male,2017,80.7
 Govi region,20-24, Male,2016,74.0
 Govi region,20-24, Male,2015,74.9
 Govi region,20-24, Male,2014,75.4
 Govi region,20-24, Male,2013,61.3
 Govi region,20-24, Male,2012,64.6
 Govi region,20-24, Male,2011,77.6
 Govi region,20-24, Male,2010,77.3
 Govi region,20-24, Male,2009,76.1
 Govi region,20-24, Female,2025,36.4
 Govi region,20-24, Female,2024,38.6
 Govi region,20-24, Female,2023,50.1
 Govi region,20-24, Female,2022,46.2
 Govi region,20-24, Female,2021,41.2
 Govi region,20-24, Female,2020,47.3
 Govi region,20-24, Female,2019,62.0
 Govi region,20-24, Female,2018,58.8
 Govi region,20-24, Female,2017,59.4
 Govi region,20-24, Female,2016,54.4
 Govi region,20-24, Female,2015,59.0
 Govi region,20-24, Female,2014,53.8
 Govi region,20-24, Female,2013,46.7
 Govi region,20-24, Female,2012,49.1
 Govi region,20-24, Female,2011,55.1
 Govi region,20-24, Female,2010,58.0
 Govi region,20-24, Female,2009,57.8
 Govi region,25-29,Total,2025,81.9
 Govi region,25-29,Total,2024,80.6
 Govi region,25-29,Total,2023,86.2
 Govi region,25-29,Total,2022,80.6
 Govi region,25-29,Total,2021,81.8
 Govi region,25-29,Total,2020,82.7
 Govi region,25-29,Total,2019,83.9
 Govi region,25-29,Total,2018,78.8
 Govi region,25-29,Total,2017,79.9
 Govi region,25-29,Total,2016,85.3
 Govi region,25-29,Total,2015,81.7
 Govi region,25-29,Total,2014,81.7
 Govi region,25-29,Total,2013,77.1
 Govi region,25-29,Total,2012,77.2
 Govi region,25-29,Total,2011,80.2
 Govi region,25-29,Total,2010,85.6
 Govi region,25-29,Total,2009,83.0
 Govi region,25-29, Male,2025,94.9
 Govi region,25-29, Male,2024,95.8
 Govi region,25-29, Male,2023,92.0
 Govi region,25-29, Male,2022,88.8
 Govi region,25-29, Male,2021,93.9
 Govi region,25-29, Male,2020,92.4
 Govi region,25-29, Male,2019,86.5
 Govi region,25-29, Male,2018,93.8
 Govi region,25-29, Male,2017,93.5
 Govi region,25-29, Male,2016,92.0
 Govi region,25-29, Male,2015,92.7
 Govi region,25-29, Male,2014,92.9
 Govi region,25-29, Male,2013,85.4
 Govi region,25-29, Male,2012,85.1
 Govi region,25-29, Male,2011,88.5
 Govi region,25-29, Male,2010,92.1
 Govi region,25-29, Male,2009,91.9
 Govi region,25-29, Female,2025,68.7
 Govi region,25-29, Female,2024,69.0
 Govi region,25-29, Female,2023,81.0
 Govi region,25-29, Female,2022,74.9
 Govi region,25-29, Female,2021,67.9
 Govi region,25-29, Female,2020,75.6
 Govi region,25-29, Female,2019,81.8
 Govi region,25-29, Female,2018,67.8
 Govi region,25-29, Female,2017,69.5
 Govi region,25-29, Female,2016,78.3
 Govi region,25-29, Female,2015,70.4
 Govi region,25-29, Female,2014,71.9
 Govi region,25-29, Female,2013,68.7
 Govi region,25-29, Female,2012,69.7
 Govi region,25-29, Female,2011,73.6
 Govi region,25-29, Female,2010,78.9
 Govi region,25-29, Female,2009,73.7
 Govi region,30-34,Total,2025,85.6
 Govi region,30-34,Total,2024,88.1
 Govi region,30-34,Total,2023,85.6
 Govi region,30-34,Total,2022,83.6
 Govi region,30-34,Total,2021,87.6
 Govi region,30-34,Total,2020,93.5
 Govi region,30-34,Total,2019,86.0
 Govi region,30-34,Total,2018,85.7
 Govi region,30-34,Total,2017,88.4
 Govi region,30-34,Total,2016,81.4
 Govi region,30-34,Total,2015,83.5
 Govi region,30-34,Total,2014,87.3
 Govi region,30-34,Total,2013,81.8
 Govi region,30-34,Total,2012,82.3
 Govi region,30-34,Total,2011,87.4
 Govi region,30-34,Total,2010,89.2
 Govi region,30-34,Total,2009,89.7
 Govi region,30-34, Male,2025,94.7
 Govi region,30-34, Male,2024,94.6
 Govi region,30-34, Male,2023,96.3
 Govi region,30-34, Male,2022,92.0
 Govi region,30-34, Male,2021,96.4
 Govi region,30-34, Male,2020,99.4
 Govi region,30-34, Male,2019,96.9
 Govi region,30-34, Male,2018,92.3
 Govi region,30-34, Male,2017,94.9
 Govi region,30-34, Male,2016,90.0
 Govi region,30-34, Male,2015,91.1
 Govi region,30-34, Male,2014,90.6
 Govi region,30-34, Male,2013,83.5
 Govi region,30-34, Male,2012,88.4
 Govi region,30-34, Male,2011,90.6
 Govi region,30-34, Male,2010,95.6
 Govi region,30-34, Male,2009,96.3
 Govi region,30-34, Female,2025,75.2
 Govi region,30-34, Female,2024,81.1
 Govi region,30-34, Female,2023,76.2
 Govi region,30-34, Female,2022,74.6
 Govi region,30-34, Female,2021,76.9
 Govi region,30-34, Female,2020,87.6
 Govi region,30-34, Female,2019,76.3
 Govi region,30-34, Female,2018,78.9
 Govi region,30-34, Female,2017,82.0
 Govi region,30-34, Female,2016,73.4
 Govi region,30-34, Female,2015,76.6
 Govi region,30-34, Female,2014,83.4
